date published,preview,risk score,source
2018-02-14T12:18:31Z,https://www.independent.ie/world-news/banks-given-until-friday-to-detail-commitments-to-women-in-finance-charter-36606079.html,3.0,Independent.ie
2018-02-15T00:04:36Z,http://www.dailymail.co.uk/wires/pa/article-5393381/Banks-given-Friday-commitments-Women-Finance-Charter.html,3.0,Daily Mail
